"Name","PolicyType","Mode","DisplayName","Description","Parameters","PolicyRuleIf","PolicyRuleThen"
"Enforce-Guardrails-Kubernetes","Custom","Not Specified","Enforce recommended guardrails for Kubernetes","This policy initiative is a group of policies that ensures Kubernetes is compliant per regulated Landing Zones.","aksKms.type=string;
aksKms.defaultValue=Audit;
aksKms.allowedValues=Audit Disabled;
aksCni.type=string;
aksCni.defaultValue=Audit;
aksCni.allowedValues=Audit Disabled;
aksLocalAuth.type=string;
aksLocalAuth.defaultValue=Deny;
aksLocalAuth.allowedValues=Audit Deny Disabled;
aksPrivateCluster.type=string;
aksPrivateCluster.defaultValue=Deny;
aksPrivateCluster.allowedValues=Audit Deny Disabled;
aksPolicy.type=string;
aksPolicy.defaultValue=DeployIfNotExists;
aksPolicy.allowedValues=DeployIfNotExists Disabled;
aksCommandInvoke.type=string;
aksCommandInvoke.defaultValue=DeployIfNotExists;
aksCommandInvoke.allowedValues=DeployIfNotExists Disabled;
aksReadinessOrLivenessProbes.type=string;
aksReadinessOrLivenessProbes.defaultValue=Deny;
aksReadinessOrLivenessProbes.allowedValues=Audit Deny Disabled;
aksPrivContainers.type=string;
aksPrivContainers.defaultValue=Deny;
aksPrivContainers.allowedValues=audit Audit deny Deny disabled Disabled;
aksPrivEscalation.type=string;
aksPrivEscalation.defaultValue=Deny;
aksPrivEscalation.allowedValues=audit Audit deny Deny disabled Disabled;
aksAllowedCapabilities.type=string;
aksAllowedCapabilities.defaultValue=Deny;
aksAllowedCapabilities.allowedValues=audit Audit deny Deny disabled Disabled;
aksTempDisk.type=string;
aksTempDisk.defaultValue=Deny;
aksTempDisk.allowedValues=Audit Deny Disabled;
aksInternalLb.type=string;
aksInternalLb.defaultValue=Deny;
aksInternalLb.allowedValues=audit Audit deny Deny disabled Disabled;
aksDefaultNamespace.type=string;
aksDefaultNamespace.defaultValue=Deny;
aksDefaultNamespace.allowedValues=audit Audit deny Deny disabled Disabled;
aksNakedPods.type=string;
aksNakedPods.defaultValue=Deny;
aksNakedPods.allowedValues=Audit Deny Disabled;
aksShareHostProcessAndNamespace.type=string;
aksShareHostProcessAndNamespace.defaultValue=Deny;
aksShareHostProcessAndNamespace.allowedValues=audit Audit deny Deny disabled Disabled;
aksWindowsContainerAdministrator.type=string;
aksWindowsContainerAdministrator.defaultValue=Deny;
aksWindowsContainerAdministrator.allowedValues=Audit Deny Disabled","None","None"
"Enforce-Guardrails-MachineLearning","Custom","Not Specified","Enforce recommended guardrails for Machine Learning","This policy initiative is a group of policies that ensures Machine Learning is compliant per regulated Landing Zones.","mlUserAssignedIdentity.type=string;
mlUserAssignedIdentity.defaultValue=Deny;
mlUserAssignedIdentity.allowedValues=Audit Deny Disabled;
mlModifyLocalAuth.type=string;
mlModifyLocalAuth.defaultValue=Modify;
mlModifyLocalAuth.allowedValues=Modify Disabled;
mlLocalAuth.type=string;
mlLocalAuth.defaultValue=Deny;
mlLocalAuth.allowedValues=Audit Deny Disabled;
mlOutdatedOS.type=string;
mlOutdatedOS.defaultValue=Audit;
mlOutdatedOS.allowedValues=Audit Disabled;
mlModifyPublicNetworkAccess.type=string;
mlModifyPublicNetworkAccess.defaultValue=Modify;
mlModifyPublicNetworkAccess.allowedValues=Modify Disabled;
mlIdleShutdown.type=string;
mlIdleShutdown.defaultValue=Deny;
mlIdleShutdown.allowedValues=Audit Deny Disabled;
mlVirtualNetwork.type=string;
mlVirtualNetwork.defaultValue=Audit;
mlVirtualNetwork.allowedValues=Audit Disabled;
mlLegacyMode.type=string;
mlLegacyMode.defaultValue=Deny;
mlLegacyMode.allowedValues=Audit Deny Disabled;
mlPrivateLink.type=string;
mlPrivateLink.defaultValue=Audit;
mlPrivateLink.allowedValues=Audit Disabled;
mlResourceLogs.type=string;
mlResourceLogs.defaultValue=AuditIfNotExists;
mlResourceLogs.allowedValues=AuditIfNotExists Disabled;
mlAllowedRegistryDeploy.type=string;
mlAllowedRegistryDeploy.defaultValue=Deny;
mlAllowedRegistryDeploy.allowedValues=Deny Disabled;
mlAllowedModule.type=string;
mlAllowedModule.defaultValue=enforceSetting;
mlAllowedModule.allowedValues=enforceSetting disabled;
mlAllowedPython.type=string;
mlAllowedPython.defaultValue=enforceSetting;
mlAllowedPython.allowedValues=enforceSetting disabled;
mlAllowedRegistries.type=string;
mlAllowedRegistries.defaultValue=enforceSetting;
mlAllowedRegistries.allowedValues=enforceSetting disabled","None","None"
"Deploy-DNSZone-Link","Custom","All","Deploy Private DNS Zone Virtual Network Link","Create a Private DNS Zone Virtual Network Link to the DNS Server Virtual Network if it doesn't exist.","virtualNetworkResourceId.type=string;
virtualNetworkResourceId.metadata.description=Resource ID of a vNet to link. The format must be: '/subscriptions/{subscription id}/resourceGroups/{resourceGroup name}/providers/Microsoft.Network/virtualNetworks/{virtual network name}';
virtualNetworkResourceId.metadata.displayName=Vnet Resource ID;
virtualNetworkResourceId.defaultValue=;
registrationEnabled.type=Boolean;
registrationEnabled.metadata.description=Enables automatic DNS registration in the zone for the linked vNet.;
registrationEnabled.metadata.displayName=Enable Registration;
registrationEnabled.defaultValue=False","allOf=System.Management.Automation.OrderedHashtable","allOf=System.Management.Automation.OrderedHashtable"
"Enforce-Guardrails-MySQL","Custom","Not Specified","Enforce recommended guardrails for MySQL","This policy initiative is a group of policies that ensures MySQL is compliant per regulated Landing Zones.","mySqlInfraEncryption.type=string;
mySqlInfraEncryption.defaultValue=Deny;
mySqlInfraEncryption.allowedValues=Audit Deny Disabled;
mySqlAdvThreatProtection.type=string;
mySqlAdvThreatProtection.defaultValue=DeployIfNotExists;
mySqlAdvThreatProtection.allowedValues=DeployIfNotExists Disabled","None","None"
"Enforce-Guardrails-Network","Custom","Not Specified","Enforce recommended guardrails for Network and Networking services","This policy initiative is a group of policies that ensures Network and Networking services are compliant per regulated Landing Zones.","subnetUdr.type=string;
subnetUdr.defaultValue=Deny;
subnetUdr.allowedValues=Audit Deny Disabled;
subnetNsg.type=string;
subnetNsg.defaultValue=Deny;
subnetNsg.allowedValues=Audit Deny Disabled;
subnetServiceEndpoint.type=string;
subnetServiceEndpoint.defaultValue=Deny;
subnetServiceEndpoint.allowedValues=Audit Deny Disabled;
appGwWaf.type=string;
appGwWaf.defaultValue=Deny;
appGwWaf.allowedValues=Audit Deny Disabled;
vnetModifyDdos.type=string;
vnetModifyDdos.defaultValue=Modify;
vnetModifyDdos.allowedValues=Audit Modify Disabled;
ddosPlanResourceId.type=string;
ddosPlanResourceId.defaultValue=;
wafMode.type=string;
wafMode.defaultValue=Deny;
wafMode.allowedValues=Audit Deny Disabled;
wafModeRequirement.type=string;
wafModeRequirement.defaultValue=Prevention;
wafFwRules.type=string;
wafFwRules.defaultValue=Deny;
wafFwRules.allowedValues=Audit Deny Disabled;
wafModeAppGw.type=string;
wafModeAppGw.defaultValue=Deny;
wafModeAppGw.allowedValues=Audit Deny Disabled;
wafModeAppGwRequirement.type=string;
wafModeAppGwRequirement.defaultValue=Prevention;
denyMgmtFromInternet.type=string;
denyMgmtFromInternet.defaultValue=Deny;
denyMgmtFromInternet.allowedValues=Audit Deny Disabled;
denyMgmtFromInternetPorts.type=Array;
denyMgmtFromInternetPorts.metadata.displayName=Ports;
denyMgmtFromInternetPorts.metadata.description=Ports to be blocked;
denyMgmtFromInternetPorts.defaultValue=22 3389;
afwEnbaleTlsForAllAppRules.type=string;
afwEnbaleTlsForAllAppRules.defaultValue=Deny;
afwEnbaleTlsForAllAppRules.allowedValues=Audit Deny Disabled;
afwEnableTlsInspection.type=string;
afwEnableTlsInspection.defaultValue=Deny;
afwEnableTlsInspection.allowedValues=Audit Deny Disabled;
afwEmptyIDPSBypassList.type=string;
afwEmptyIDPSBypassList.defaultValue=Deny;
afwEmptyIDPSBypassList.allowedValues=Audit Deny Disabled;
afwEnableAllIDPSSignatureRules.type=string;
afwEnableAllIDPSSignatureRules.defaultValue=Deny;
afwEnableAllIDPSSignatureRules.allowedValues=Audit Deny Disabled;
afwEnableIDPS.type=string;
afwEnableIDPS.defaultValue=Deny;
afwEnableIDPS.allowedValues=Audit Deny Disabled;
wafAfdEnabled.type=string;
wafAfdEnabled.defaultValue=Deny;
wafAfdEnabled.allowedValues=Audit Deny Disabled;
vpnAzureAD.type=string;
vpnAzureAD.defaultValue=Deny;
vpnAzureAD.allowedValues=Audit Deny Disabled;
appGwTlsVersion.type=string;
appGwTlsVersion.defaultValue=Deny;
appGwTlsVersion.allowedValues=Audit Deny Disabled;
modifyUdr.type=string;
modifyUdr.defaultValue=Disabled;
modifyUdrNextHopIpAddress.type=string;
modifyUdrNextHopIpAddress.defaultValue=;
modifyUdrNextHopType.type=string;
modifyUdrNextHopType.defaultValue=None;
modifyUdrAddressPrefix.type=string;
modifyUdrAddressPrefix.defaultValue=0.0.0.0/0;
modifyNsg.type=string;
modifyNsg.defaultValue=Disabled;
modifyNsg.allowedValues=Modify Disabled;
modifyNsgRuleName.type=string;
modifyNsgRuleName.defaultValue=DenyAnyInternetOutbound;
modifyNsgRulePriority.type=integer;
modifyNsgRulePriority.defaultValue=1000;
modifyNsgRuleDirection.type=string;
modifyNsgRuleDirection.defaultValue=Outbound;
modifyNsgRuleAccess.type=string;
modifyNsgRuleAccess.defaultValue=Deny;
modifyNsgRuleAccess.allowedValues=Allow Deny;
modifyNsgRuleProtocol.type=string;
modifyNsgRuleProtocol.defaultValue=*;
modifyNsgRuleSourceAddressPrefix.type=string;
modifyNsgRuleSourceAddressPrefix.defaultValue=*;
modifyNsgRuleSourcePortRange.type=string;
modifyNsgRuleSourcePortRange.defaultValue=*;
modifyNsgRuleDestinationAddressPrefix.type=string;
modifyNsgRuleDestinationAddressPrefix.defaultValue=Internet;
modifyNsgRuleDestinationPortRange.type=string;
modifyNsgRuleDestinationPortRange.defaultValue=*;
modifyNsgRuleDescription.type=string;
modifyNsgRuleDescription.defaultValue=Deny any outbound traffic to the Internet","None","None"
"Enforce-Guardrails-OpenAI","Custom","Not Specified","Enforce recommended guardrails for Open AI (Cognitive Service)","This policy initiative is a group of policies that ensures Open AI (Cognitive Service) is compliant per regulated Landing Zones.","cognitiveServicesOutboundNetworkAccess.type=string;
cognitiveServicesOutboundNetworkAccess.defaultValue=Deny;
cognitiveServicesOutboundNetworkAccess.allowedValues=Audit Deny Disabled;
cognitiveServicesNetworkAcls.type=string;
cognitiveServicesNetworkAcls.defaultValue=Deny;
cognitiveServicesNetworkAcls.allowedValues=Audit Deny Disabled;
cognitiveServicesModifyDisableLocalAuth.type=string;
cognitiveServicesModifyDisableLocalAuth.defaultValue=Modify;
cognitiveServicesModifyDisableLocalAuth.allowedValues=Modify Disabled;
cognitiveServicesDisableLocalAuth.type=string;
cognitiveServicesDisableLocalAuth.defaultValue=Deny;
cognitiveServicesDisableLocalAuth.allowedValues=Audit Deny Disabled;
cognitiveServicesCustomerStorage.type=string;
cognitiveServicesCustomerStorage.defaultValue=Deny;
cognitiveServicesCustomerStorage.allowedValues=Audit Deny Disabled;
cognitiveServicesManagedIdentity.type=string;
cognitiveServicesManagedIdentity.defaultValue=Deny;
cognitiveServicesManagedIdentity.allowedValues=Audit Deny Disabled;
azureAiNetworkAccess.type=string;
azureAiNetworkAccess.defaultValue=Deny;
azureAiNetworkAccess.allowedValues=Audit Deny Disabled;
azureAiPrivateLink.type=string;
azureAiPrivateLink.defaultValue=Audit;
azureAiPrivateLink.allowedValues=Audit Disabled;
azureAiDisableLocalKey.type=string;
azureAiDisableLocalKey.defaultValue=DeployIfNotExists;
azureAiDisableLocalKey.allowedValues=DeployIfNotExists Disabled;
azureAiDisableLocalKey2.type=string;
azureAiDisableLocalKey2.defaultValue=DeployIfNotExists;
azureAiDisableLocalKey2.allowedValues=DeployIfNotExists Disabled;
azureAiDiagSettings.type=string;
azureAiDiagSettings.defaultValue=AuditIfNotExists;
azureAiDiagSettings.allowedValues=AuditIfNotExists Disabled","None","None"
"Enforce-Guardrails-PostgreSQL","Custom","Not Specified","Enforce recommended guardrails for PostgreSQL","This policy initiative is a group of policies that ensures PostgreSQL is compliant per regulated Landing Zones.","postgreSqlAdvThreatProtection.type=string;
postgreSqlAdvThreatProtection.defaultValue=DeployIfNotExists;
postgreSqlAdvThreatProtection.allowedValues=DeployIfNotExists Disabled","None","None"
"Enforce-Guardrails-ServiceBus","Custom","Not Specified","Enforce recommended guardrails for Service Bus","This policy initiative is a group of policies that ensures Service Bus is compliant per regulated Landing Zones.","serviceBusModifyDisableLocalAuth.type=string;
serviceBusModifyDisableLocalAuth.defaultValue=Modify;
serviceBusModifyDisableLocalAuth.allowedValues=Modify Disabled;
serviceBusDenyDisabledLocalAuth.type=string;
serviceBusDenyDisabledLocalAuth.defaultValue=Deny;
serviceBusDenyDisabledLocalAuth.allowedValues=Audit Deny Disabled;
serviceBusDoubleEncryption.type=string;
serviceBusDoubleEncryption.defaultValue=Deny;
serviceBusDoubleEncryption.allowedValues=Audit Deny Disabled;
serviceBusAuthzRules.type=string;
serviceBusAuthzRules.defaultValue=Deny;
serviceBusAuthzRules.allowedValues=Audit Deny Disabled","None","None"
"Enforce-Guardrails-SQL","Custom","Not Specified","Enforce recommended guardrails for SQL and SQL Managed Instance","This policy initiative is a group of policies that ensures SQL and SQL Managed Instance is compliant per regulated Landing Zones.","sqlManagedAadOnly.type=string;
sqlManagedAadOnly.defaultValue=Deny;
sqlManagedAadOnly.allowedValues=Audit Deny Disabled;
sqlAadOnly.type=string;
sqlAadOnly.defaultValue=Deny;
sqlAadOnly.allowedValues=Audit Deny Disabled;
sqlManagedDefender.type=string;
sqlManagedDefender.defaultValue=DeployIfNotExists;
sqlManagedDefender.allowedValues=DeployIfNotExists Disabled;
modifySqlPublicNetworkAccess.type=string;
modifySqlPublicNetworkAccess.defaultValue=Modify;
modifySqlPublicNetworkAccess.allowedValues=Modify Disabled","None","None"
"Enforce-Guardrails-Storage","Custom","Not Specified","Enforce recommended guardrails for Storage Account","This policy initiative is a group of policies that ensures Storage is compliant per regulated Landing Zones.","storageKeysExpiration.type=string;
storageKeysExpiration.defaultValue=Deny;
storageKeysExpiration.allowedValues=Audit Deny Disabled;
storageAccountNetworkRules.type=string;
storageAccountNetworkRules.defaultValue=Deny;
storageAccountNetworkRules.allowedValues=Audit Deny Disabled;
storageAccountRestrictNetworkRules.type=string;
storageAccountRestrictNetworkRules.defaultValue=Deny;
storageAccountRestrictNetworkRules.allowedValues=Audit Deny Disabled;
storageThreatProtection.type=string;
storageThreatProtection.defaultValue=DeployIfNotExists;
storageThreatProtection.allowedValues=DeployIfNotExists Disabled;
storageClassicToArm.type=string;
storageClassicToArm.defaultValue=Deny;
storageClassicToArm.allowedValues=Audit Deny Disabled;
storageAccountsInfraEncryption.type=string;
storageAccountsInfraEncryption.defaultValue=Deny;
storageAccountsInfraEncryption.allowedValues=Audit Deny Disabled;
storageAccountSharedKey.type=string;
storageAccountSharedKey.defaultValue=Deny;
storageAccountSharedKey.allowedValues=Audit Deny Disabled;
storageAccountsCrossTenant.type=string;
storageAccountsCrossTenant.defaultValue=Deny;
storageAccountsCrossTenant.allowedValues=Audit Deny Disabled;
storageAccountsDoubleEncryption.type=string;
storageAccountsDoubleEncryption.defaultValue=Deny;
storageAccountsDoubleEncryption.allowedValues=Audit Deny Disabled;
storageAccountsCopyScope.type=string;
storageAccountsCopyScope.defaultValue=Deny;
storageAccountsCopyScope.allowedValues=Audit Deny Disabled;
storageAccountsAllowedCopyScope.type=string;
storageAccountsAllowedCopyScope.defaultValue=AAD;
storageServicesEncryption.type=string;
storageServicesEncryption.defaultValue=Deny;
storageServicesEncryption.allowedValues=Audit Deny Disabled;
storageLocalUser.type=string;
storageLocalUser.defaultValue=Disabled;
storageLocalUser.allowedValues=Audit Deny Disabled;
storageSftp.type=string;
storageSftp.defaultValue=Deny;
storageSftp.allowedValues=Audit Deny Disabled;
storageNetworkAclsBypass.type=string;
storageNetworkAclsBypass.defaultValue=Deny;
storageNetworkAclsBypass.allowedValues=Audit Deny Disabled;
storageAllowedNetworkAclsBypass.type=array;
storageAllowedNetworkAclsBypass.defaultValue=None;
storageResourceAccessRulesTenantId.type=string;
storageResourceAccessRulesTenantId.defaultValue=Deny;
storageResourceAccessRulesTenantId.allowedValues=Audit Deny Disabled;
storageResourceAccessRulesResourceId.type=string;
storageResourceAccessRulesResourceId.defaultValue=Deny;
storageResourceAccessRulesResourceId.allowedValues=Audit Deny Disabled;
storageNetworkAclsVirtualNetworkRules.type=string;
storageNetworkAclsVirtualNetworkRules.defaultValue=Deny;
storageNetworkAclsVirtualNetworkRules.allowedValues=Audit Deny Disabled;
storageContainerDeleteRetentionPolicy.type=string;
storageContainerDeleteRetentionPolicy.defaultValue=Deny;
storageContainerDeleteRetentionPolicy.allowedValues=Audit Deny Disabled;
storageMinContainerDeleteRetentionInDays.type=Integer;
storageMinContainerDeleteRetentionInDays.defaultValue=7;
storageCorsRules.type=string;
storageCorsRules.defaultValue=Deny;
storageCorsRules.allowedValues=Audit Deny Disabled;
modifyStorageFileSyncPublicEndpoint.type=string;
modifyStorageFileSyncPublicEndpoint.defaultValue=Modify;
modifyStorageFileSyncPublicEndpoint.allowedValues=Modify Disabled;
modifyStorageAccountPublicEndpoint.type=string;
modifyStorageAccountPublicEndpoint.defaultValue=Modify;
modifyStorageAccountPublicEndpoint.allowedValues=Modify Disabled;
storageAccountsModifyDisablePublicNetworkAccess.type=string;
storageAccountsModifyDisablePublicNetworkAccess.defaultValue=Modify;
storageAccountsModifyDisablePublicNetworkAccess.allowedValues=Modify Disabled","None","None"
"Enforce-Guardrails-Synapse","Custom","Not Specified","Enforce recommended guardrails for Synapse workspaces","This policy initiative is a group of policies that ensures Synapse workspaces is compliant per regulated Landing Zones.","synapseLocalAuth.type=string;
synapseLocalAuth.defaultValue=Deny;
synapseLocalAuth.allowedValues=Audit Deny Disabled;
synapseManagedVnet.type=string;
synapseManagedVnet.defaultValue=Deny;
synapseManagedVnet.allowedValues=Audit Deny Disabled;
synapseDataTraffic.type=string;
synapseDataTraffic.defaultValue=Deny;
synapseDataTraffic.allowedValues=Audit Deny Disabled;
synapseTenants.type=string;
synapseTenants.defaultValue=Deny;
synapseTenants.allowedValues=Audit Deny Disabled;
synapseAllowedTenantIds.type=array;
synapseAllowedTenantIds.defaultValue=[[[subscription().tenantId];
synapseFwRules.type=string;
synapseFwRules.defaultValue=Audit;
synapseFwRules.allowedValues=Audit Disabled;
synapseModifyLocalAuth.type=string;
synapseModifyLocalAuth.defaultValue=Modify;
synapseModifyLocalAuth.allowedValues=Modify Disabled;
synapseDefender.type=string;
synapseDefender.defaultValue=DeployIfNotExists;
synapseDefender.allowedValues=DeployIfNotExists Disabled;
synapseModifyTlsVersion.type=string;
synapseModifyTlsVersion.defaultValue=Modify;
synapseModifyTlsVersion.allowedValues=Modify Disabled;
synapseModifyPublicNetworkAccess.type=string;
synapseModifyPublicNetworkAccess.defaultValue=Modify;
synapseModifyPublicNetworkAccess.allowedValues=Modify Disabled","None","None"
